cpf,name,date_of_birth,salary_range,phone
426764710,Thiago Moreno Mendes,1978-05-21,12000+,(19) 8994-8159
500680766,Brenda Soares Zardetto,1962-08-05,12000+,(12) 8377-2797
315729352,Poliana Bianchi Duarte,2000-03-30,8000-12000,(31) 7486-2613
253777175,Caio Gomes Morelli,1990-12-29,8000-12000,(31) 7437-2776
237613996,Matheus Lombardi Padovani,1995-03-18,8000-12000,(74) 7239-2858
257550814,Cristina Nascimento Stefanelli,1980-07-05,2000-5000,(21) 7419-1535
534972430,Etori Teixeira Antonelli,1978-01-23,2000-5000,(17) 8013-2569
581057594,Mariana Mendes Nicoletti,1970-01-16,8000-12000,(13) 8422-1248
242931357,Vivian Martinelli Shutz,1995-07-11,2000-5000,(86) 7849-2297
331733755,Frederico Simas Camargo,1966-08-11,5000-8000,(17) 7876-2447
242205799,Etori Milani Leite,1998-12-15,0-2000,(74) 9742-7181
303224582,Juliana Lombardi Zucatelli,1987-01-01,2000-5000,(12) 9648-6815
210994259,Amanda Pinheiro Marques,1984-04-16,0-2000,(79) 8755-2655
352064638,Valeska Muller Rocha,1987-04-21,12000+,(19) 9555-9479
327668492,Luiza Barros Ribeiro,1998-10-07,0-2000,(16) 8320-1515
569537721,Vitor Marques Queiroz,1966-11-14,2000-5000,(12) 7444-2173
432186366,Hiago Cunha da Silva,1979-02-27,12000+,(21) 9798-4582
322748817,Luciane Harper Villasboas,1968-01-18,2000-5000,(19) 7388-4285
344574824,Pablo Nascimento Teles,1966-01-30,5000-8000,(13) 7985-1751
329651396,Renato Amaral Fernandes,1981-12-29,12000+,(16) 9084-7475
375770772,Frederico Teles Teixeira,1995-09-24,12000+,(79) 9355-9264
387705407,Lucia Moura Reis,1979-02-17,12000+,(13) 9341-4333
419437934,Charles Ambrosio Quaresma,1964-07-10,5000-8000,(21) 9688-8227
459182078,Breno Sato Nunes,1993-06-04,5000-8000,(79) 8969-8246
461697501,Hiago Ribeiro Gonzalez,1979-05-01,0-2000,(13) 9696-4856
359207883,Augusto Andrade Padovani,1990-01-12,0-2000,(16) 7283-5455
541699121,Juliana Lins Teixeira,1995-05-04,2000-5000,(17) 8926-9467
231451571,Rafael Uehara Vilar,1999-10-10,0-2000,(12) 7900-2315
579879376,Wilson Vilar Martinelli,1960-02-16,8000-12000,(31) 8053-5416
305657013,Poliana Ramos Reis,1977-04-24,12000+,(86) 9814-7526
578189404,Mauricio Melo Amaral,1999-04-01,8000-12000,(13) 9277-8223
412122441,Thiago Silvestri Mendes,1970-07-30,2000-5000,(15) 9010-2988
530723837,Tabata Mantovani Rocha,1982-11-15,5000-8000,(13) 7877-6473
361685866,Everton Pelegrino Campos,1974-06-19,2000-5000,(21) 7221-3216
498916591,Etori Freitas Zardetto,1986-10-27,0-2000,(79) 8028-1719
290246418,Sinezio Mello Toffoli,1985-12-02,5000-8000,(21) 9665-8987
251764787,Leonardo Moreira Ferri,1966-07-17,2000-5000,(21) 9262-6814
286959103,Roberto Fonseca Leite,2001-03-09,12000+,(15) 7387-6468
571693891,Renato Lima Amorim,1978-07-25,0-2000,(21) 9225-2827
409851318,Poliana Queiroz Rossi,1980-02-12,2000-5000,(19) 8902-8996
285015675,Luciana Martinelli Varella,1966-11-16,12000+,(31) 7370-9821
505456714,Yuri Vieira Nascimento,1962-01-27,2000-5000,(16) 9474-5641
408422600,Carol Ruberti Weiss,1965-03-26,8000-12000,(19) 9402-5563
243939334,Laura Lorenzetti Nunes,1990-12-08,2000-5000,(12) 7488-3458
378963539,Julio Barbosa Andrade,1975-04-26,2000-5000,(74) 9189-1277
445838660,Mauricio Girardi Bernardi,1972-08-29,12000+,(86) 9723-1537
236652199,Fernando Simom da Silva,1983-12-18,12000+,(19) 9072-1429
351086703,Simone Ramos Miranda,1985-02-07,8000-12000,(16) 9017-4141
528866345,Rafael Andrade Bianchi,1966-04-21,8000-12000,(16) 7639-8935
543687426,Luciana Mendes Zucatelli,1974-02-24,0-2000,(16) 8307-1831
267694701,Daniel Vilar Watanabe,1989-08-12,0-2000,(15) 8824-6111
359626844,Renata Lins Bernardi,1992-06-07,12000+,(19) 8921-6194
576883229,Clara Morelli Borges,1961-05-24,8000-12000,(74) 8467-6319
219636481,Charles Justi Villasboas,1974-06-27,8000-12000,(19) 7945-4752
299769589,Isadora de Marchi Camargo,1987-02-18,0-2000,(86) 7947-8186
579811826,Raquel Pelegrino Silvestri,1994-06-27,8000-12000,(12) 7218-4192
245328210,Joao Manoel Gonzalez,1963-04-09,0-2000,(21) 8051-1852
253198564,Marcia Teteshi Reis,1966-03-14,12000+,(31) 8827-6121
441838222,Brenda Flora Araujo,1995-12-10,12000+,(13) 8712-6881
338120797,Arthur Pierri Andrade,2000-04-06,2000-5000,(13) 8556-3149
233074992,Breno Ferreira Moreno,1969-09-19,12000+,(86) 7900-7983
550962683,Maria Viana Cardoso,1984-06-19,0-2000,(31) 9375-4459
343786036,Felipe Nascimento Paes,1984-05-12,12000+,(21) 9652-4657
302732321,Charles Vieira Bezerra,1977-12-10,12000+,(79) 7154-5335
387482208,Clara Dias Romano,1978-10-10,5000-8000,(74) 7701-1827
315615902,Francisco Fiore Camargo,1986-09-12,2000-5000,(86) 8331-4717
524271127,Enrico Fonseca Stefanelli,1973-07-07,2000-5000,(19) 8294-1394
342829196,Natalia Correa Ferretti,1965-08-25,2000-5000,(86) 9621-3217
226378634,Felipe Moreira Lombardi,1988-12-10,12000+,(12) 7853-6486
239214768,Luciane Mello Fontes,1985-03-02,2000-5000,(17) 7402-8857
222720441,Mariana Luca Ferri,1996-05-24,2000-5000,(12) 9524-1961
550076449,Almir Kropf Pereira,1990-04-20,0-2000,(31) 8174-7191
483551501,Ricardo Nogueira Rodrigues,1983-06-08,0-2000,(21) 9597-5974
250449507,Vitor Toffoli Manoel,1993-01-30,5000-8000,(79) 9336-2247
414113582,Fernando Girardi Moraes,1987-09-12,12000+,(86) 7086-2213
441116260,Matheus Martins Varella,1998-03-11,8000-12000,(31) 8065-6917
340739443,Lucia Queiroz Bianchi,1979-04-23,8000-12000,(86) 8360-5346
428192314,Vinicius Mantovani Ramos,1980-01-15,5000-8000,(79) 8569-1123
424449815,Teresa Ribeiro Moreira,2002-12-29,5000-8000,(74) 7440-6846
311481452,Willian Ferrari Sato,1960-09-03,0-2000,(31) 8084-2878
417874344,Matheus de Marchi Zucatelli,1960-04-10,0-2000,(74) 9461-8119
592771601,Valeska Arcuri Watanabe,1962-04-16,8000-12000,(16) 8564-7215
254929037,Enrico Silvestri Araujo,1993-02-26,0-2000,(21) 8293-9594
500584526,Clara Duarte Moraes,1984-12-13,8000-12000,(74) 7633-4562
277362091,Antonio da Silva de Marchi,1999-12-09,8000-12000,(19) 9319-1251
559311228,Thiago Uehara Manoel,1969-10-06,8000-12000,(12) 7037-4516
405872165,Marcia Flora Meirelles,1967-06-22,12000+,(79) 7762-8413
287270802,Enrico Zardetto Simom,1991-01-18,0-2000,(19) 8561-4247
290455037,Danilo Leite Medeiros,1987-01-11,0-2000,(21) 9494-2781
257280086,Matheus Teles Soares,1977-06-27,5000-8000,(13) 7818-9917
396906989,Mario Amorim Paes,1972-12-24,2000-5000,(19) 9588-8134
270213412,Jorge Watanabe Eller,1991-05-24,8000-12000,(86) 7862-5618
468914734,Sinezio Gonçalves Mello,1982-07-14,8000-12000,(19) 7617-2872
455080280,Amanda Souza Arcuri,1985-04-30,12000+,(19) 7015-4456
515647466,Sinezio Ruberti Rocha,1987-09-05,0-2000,(12) 8925-1839
204877804,Julia Fontes Amorim,1977-08-17,5000-8000,(15) 7876-4216
204506510,Yuri Uehara Santana,1965-10-26,0-2000,(17) 9307-4381
412532332,Julio Duarte Padovani,1986-09-28,2000-5000,(86) 7262-7848
506177744,Cristina Stefanelli Moreno,2003-09-13,5000-8000,(21) 9658-5128
382682256,Almir Pinheiro Shutz,1981-04-14,2000-5000,(86) 7478-6587
247046309,Tiago Lorenzetti Bastos,1981-04-25,12000+,(79) 9708-7781
573194136,Ana Lima Garcia,1994-03-28,8000-12000,(79) 8535-3166
205553761,Hiago Lopes Freitas,1974-08-20,5000-8000,(16) 7742-7497
204886486,Juliana Ramos Lima,1973-11-27,2000-5000,(19) 9360-8189
295522310,Daniel Harper Lopes,1988-08-21,8000-12000,(17) 8880-5528
395966457,Felipe Nardoni Varella,1977-07-24,12000+,(79) 8735-5894
381401359,Etori Bastos Barros,1995-05-20,5000-8000,(12) 7246-1869
305316154,Vinicius Cardoso Gonçalves,1970-02-22,0-2000,(19) 8213-5535
393998844,Luciana Simas Moraes,1984-08-07,12000+,(19) 7718-5116
451173971,Daiane Pereira Alves,1981-02-19,0-2000,(17) 7544-6472
275211167,Julia Correa Barros,1975-09-22,8000-12000,(19) 7439-2892
200378024,Maria Gomes Rodrigues,1988-12-20,5000-8000,(12) 9035-2534
448650843,Etori Lozzano Caruso,1994-08-25,12000+,(15) 8020-7383
218451555,Rafael Cunha Sato,1985-09-28,8000-12000,(74) 8237-2591
361317310,Renata Lins Muller,1981-08-27,12000+,(86) 8970-5156
446951749,Marcelo Ambrosio Reis,1986-09-14,8000-12000,(21) 7846-7593
535199221,Mauricio Moraes Rizzo,1965-09-27,8000-12000,(13) 7785-1416
568032859,Julio Mendes Kropf,1960-08-13,8000-12000,(19) 9445-4328
471104670,Beatriz Colombo Moreira,1965-06-26,0-2000,(13) 9384-4256
521520725,Luciane Moreira Shutz,1992-08-16,5000-8000,(19) 8626-5127
507995164,Maria Menezes Caruso,1984-05-02,5000-8000,(12) 7204-6474
435018612,Etori Schmidt Mendes,1971-11-26,0-2000,(86) 8791-2889
579603776,Francisco Girardi Cunha,1983-06-24,12000+,(79) 9863-2512
396875260,Mauricio Rodrigues Marques,1987-02-06,5000-8000,(21) 7095-6191
496292020,Willian Lopes Carvalho,1979-10-03,2000-5000,(16) 7399-4351
585334261,Sergio Santana Barros,1964-08-04,2000-5000,(13) 7246-5333
532887334,Amanda Moreno Marques,1992-05-10,12000+,(21) 9276-7692
327044266,Alexandre Carvalho Nogueira,1975-08-13,12000+,(12) 7600-9377
564139964,Cristiane Uehara Lopes,1980-09-07,12000+,(19) 8691-3319
336063359,Carol Gomes Vieira,1985-07-07,2000-5000,(86) 8187-6226
302577123,Luciana Romano Santana,2000-05-08,2000-5000,(79) 8354-8511
596353740,Ricardo Teixeira Simas,1962-12-29,12000+,(74) 7468-8336
236120048,Ana Ramos Ferraz,1975-10-24,8000-12000,(19) 7396-5246
229360472,Etori Romano Nogueira,1982-01-02,12000+,(74) 7219-4538
372006539,Jorge Gentili Almeida,1974-09-07,0-2000,(86) 7791-4368
540141550,Raquel Fontes Barros,1966-08-06,5000-8000,(12) 8229-1291
347137684,Bruno Toffoli Muller,1983-01-19,5000-8000,(31) 8489-7663
322679444,Deisemara Reis Santana,1985-10-03,5000-8000,(19) 9104-1248
208755298,Vitor Mello Moraes,1964-06-23,0-2000,(31) 9356-2628
319636912,Maria Caruso Queiroz,1981-09-19,5000-8000,(17) 7274-5462
378571171,Ricardo Arcuri Freitas,1985-08-12,2000-5000,(13) 7360-5654
519322319,Thiago Antonelli Batista,1991-11-13,0-2000,(86) 9098-1786
441277470,Rafael Ferri Moraes,1975-05-13,0-2000,(74) 8131-6442
504651233,Simone Leite Colombo,1992-04-18,5000-8000,(17) 9229-1676
297838276,Sergio Rizzo Amaral,2002-06-12,5000-8000,(19) 7194-6469
569053907,Matheus Lorenzetti Girardi,1999-07-31,0-2000,(74) 7161-6269
329927940,Felipe Garcia Pelegrino,1978-10-10,5000-8000,(31) 9870-9864
226796770,Lucas Amorim Colombo,1977-02-06,0-2000,(13) 8434-2844
377745984,Amanda Watanabe Nunes,1980-11-13,5000-8000,(19) 9628-4477
416086233,Sofia Prado Santos,2001-12-15,2000-5000,(12) 7629-8262
353572505,Almir Lima Watanabe,2001-01-17,5000-8000,(15) 8122-7982
299743446,Lucia Bezerra Dias,1984-08-30,8000-12000,(17) 7025-7158
394152203,Leonardo Freitas Duarte,1979-08-15,0-2000,(74) 9219-7173
349477328,Andreia Harper Romano,1965-03-30,2000-5000,(15) 9756-1763
551539080,Leonardo Girardi Gomes,1991-12-21,0-2000,(79) 7866-1149
392363676,Osvaldo Almeida Cardoso,1968-06-04,2000-5000,(74) 8565-3526
467093524,Breno Ribeiro Lozzano,1982-05-17,8000-12000,(19) 8309-5451
205792445,Sofia Uehara Esteves,1965-07-03,8000-12000,(16) 7578-3762
599126083,Etori Vieira Nunes,1984-10-19,12000+,(86) 7993-7999
472024997,Cristiane Ruberti Ferretti,1981-02-18,12000+,(19) 7000-5443
320980397,Osvaldo Ambrosio Miranda,1986-05-19,8000-12000,(12) 8705-8331
492277165,Deisemara Souza Rossi,1962-11-23,5000-8000,(31) 7350-3875
473196135,Yuri Romano Villasboas,1965-09-16,2000-5000,(21) 7810-1942
457795726,Gabriela Rossi Amorim,1985-06-14,12000+,(79) 8824-9946
306743823,Rogerio Manoel Andrade,1984-12-17,12000+,(31) 8548-6175
418855742,Pablo Ferreira Camargo,2002-04-21,0-2000,(19) 8591-8496
251579246,Barbara Ferrari Pinheiro,1966-04-17,0-2000,(15) 8472-1583
501420472,Mario Nicoletti Cunha,1968-10-26,12000+,(19) 8979-7678
498795453,Sergio Villa Okada,1996-12-13,2000-5000,(19) 7265-7421
522051597,Gustavo Fiore Araujo,1985-03-14,0-2000,(13) 7385-5459
581011306,Katia Silvestri Harper,1970-09-16,2000-5000,(86) 7440-2183
300719383,Felipe Villasboas Simas,1961-02-14,12000+,(16) 7827-8827
393914130,Mario Melo Cunha,1971-04-14,0-2000,(15) 7040-6731
491471360,Marcelo Lozzano Antonelli,1983-03-05,0-2000,(16) 8036-3632
224986999,Mariana Fernandes Moreira,2003-12-02,8000-12000,(12) 8352-6825
362272158,Guilherme Schmidt Schneider,1970-09-27,8000-12000,(79) 7586-7424
577614588,Jennifer Pinheiro Lopes,1968-07-20,5000-8000,(86) 7017-7621
545939539,Leticia Sato Vilar,1993-08-18,12000+,(86) 7524-3551
375327098,Zacarias Barbosa Oliveira,1962-07-14,12000+,(74) 9898-4415
290418157,Zacarias Borges Teles,1988-06-17,8000-12000,(21) 9426-8744
501977780,Sergio Cardoso Mantovani,1977-08-02,0-2000,(86) 8193-5496
562683782,Thiago Morelli Lozzano,1973-01-27,5000-8000,(79) 7511-6245
351085717,Luiz Lopes Barbosa,1982-09-27,2000-5000,(19) 8996-9188
395470453,Rita Silvestri Nardoni,1995-01-03,8000-12000,(13) 8855-4828
517039124,Leonardo Villasboas Okada,1976-09-29,0-2000,(15) 7173-6515
461886342,Felipe Reis Amaral,1969-03-08,8000-12000,(74) 8192-4765
438570845,Francisco Milani Nogueira,1971-09-11,0-2000,(16) 7920-9425
212616473,Raquel Monteiro Colombo,2002-04-25,5000-8000,(74) 8125-3283
233617512,Guilherme Marques Duarte,1976-07-18,2000-5000,(13) 9610-8638
300264307,Breno Justi Gonzalez,1973-05-03,0-2000,(74) 7313-6442
410244156,Cristina Santana Uehara,1987-02-24,2000-5000,(79) 8572-5562
507326880,Yuri Girardi Viana,1975-09-11,8000-12000,(13) 8049-9863
584368580,Frederico Quaresma Mantovani,1970-09-12,2000-5000,(12) 9375-3322
560971608,Luiz Bernardi Quaresma,1983-05-09,2000-5000,(74) 8807-3865
560746123,Valeska Rocha Moraes,1975-11-19,2000-5000,(21) 9540-4731
586388916,Poliana Pereira Almeida,1998-06-14,12000+,(12) 9088-4334
308300052,Yuri Nascimento Souza,1967-10-02,12000+,(21) 7032-5484
338441714,Daniele Lopes Almeida,1996-02-29,8000-12000,(13) 8470-9551
469891860,Vitor Rizzo Moura,1971-12-02,12000+,(21) 8765-2522
422551693,Matheus Martinelli Ramos,1984-01-24,12000+,(17) 9805-3765
475637176,Luciana Lopes Dias,1984-02-01,2000-5000,(17) 7629-5947
448951846,Jennifer Bastos Fonseca,1974-02-26,5000-8000,(21) 9606-2278
491816427,Valeska Gomes Stefanelli,1995-07-12,5000-8000,(15) 9023-9295
259350949,Luciana de Marchi Simas,1962-06-26,5000-8000,(17) 8679-4484
351152188,Fabio Moura Rizzo,1987-06-05,2000-5000,(31) 7619-8974
314937729,Nicole Caruso Lorenzetti,1995-04-19,0-2000,(79) 8248-5683
485538918,Airton Nogueira Morelli,2001-02-21,12000+,(21) 9052-4117
312034101,Mariana Garcia Quaresma,1987-09-14,2000-5000,(13) 8401-2526
261222482,Caio Ferretti Ambrosio,2003-08-17,5000-8000,(12) 7839-6939
314912948,Julia Gonzalez Ferri,1970-06-17,8000-12000,(31) 7061-8754
541442209,Poliana Manoel Bianchi,2001-03-27,0-2000,(12) 7480-4622
318620821,Danilo Reis Cunha,1997-06-01,2000-5000,(19) 7140-7874
356706135,Joao Toffoli Girardi,1962-07-14,5000-8000,(21) 7807-1821
412297920,Cristiane Vilar Zucatelli,1963-08-11,12000+,(21) 9865-1668
560988255,Paulo Marques Quaresma,2002-11-13,0-2000,(79) 7190-2839
229433728,Carlos Moreno Quaresma,2001-03-01,8000-12000,(16) 8257-4237
384421740,Valeska Fonseca Nardoni,1966-07-12,5000-8000,(86) 7925-7516
582781980,Juliana Rizzo Weiss,1990-03-18,0-2000,(21) 8967-8873
292592522,Juliano Justi Alves,1993-08-21,0-2000,(19) 9153-9997
481423489,Juliano Caruso Cardoso,1982-11-02,12000+,(79) 7307-5391
586252919,Luciana Teixeira Amorim,1997-12-08,0-2000,(13) 7414-3599
453920384,Luiza da Silva Alves,1960-06-06,12000+,(17) 7133-6924
427648095,Carol Villasboas Vilar,1999-02-02,5000-8000,(79) 9524-1981
319878377,Rogerio Schmidt Barros,1999-04-18,2000-5000,(15) 7967-5335
418019962,Tabata Uehara Lorenzetti,1968-04-16,12000+,(21) 9112-5541
585362015,Rogerio Ribeiro Ferri,1986-04-06,12000+,(79) 7476-3857
253564856,Francisco Milani Moura,1966-08-21,0-2000,(21) 9711-6991
524795052,Leonardo Dias Zardetto,1966-07-13,2000-5000,(12) 7824-3511
384682043,Luciana Nicoletti Villa,1977-08-14,2000-5000,(21) 8401-4271
328228719,Roberto Rizzo Esteves,2003-02-24,2000-5000,(74) 7917-2337
392946374,Willian Santana Rossi,1979-02-16,12000+,(79) 8588-3197
283693767,Natalia Moreno Simas,1992-02-08,12000+,(79) 8732-7715
270492701,Breno Menezes Mendes,1998-06-26,0-2000,(16) 9513-9871
361986379,Amabile Ferraz Ruberti,2002-03-04,8000-12000,(12) 8016-2219
229018819,Rita Olimpio Caruso,1995-11-30,5000-8000,(79) 8664-3123
509329448,Julio Santos Teteshi,1963-12-13,5000-8000,(21) 8024-5173
474297487,Leonardo Fernandes Bezerra,1964-08-31,8000-12000,(74) 9107-8388
533510555,Everton Pereira Weiss,1971-10-04,8000-12000,(19) 7674-5217
409277906,Luciana Ferraz Fiore,1965-03-24,2000-5000,(21) 8361-3295
237308062,Daniele Marques Prado,1994-07-24,8000-12000,(17) 8590-3355
230606005,Deisemara Villa Mendes,1974-02-11,5000-8000,(74) 9224-2924
488557675,Almir Nogueira Reis,1960-04-30,12000+,(12) 9014-4231
566925856,Sofia Zucatelli Barros,1979-02-22,12000+,(86) 9569-6254
410899854,Luiza Costa Moraes,1992-10-28,5000-8000,(74) 9725-2587
534165113,Alexandre Varella Viana,1982-05-25,8000-12000,(15) 8928-6581
282700111,Breno Nicoletti Silvestri,1994-08-28,5000-8000,(16) 8272-4586
216149762,Julia Batista Mendes,1968-03-03,12000+,(31) 9854-4546
243723564,Deisemara Villa Teles,1968-03-07,2000-5000,(19) 8938-6575
265017348,Brenda Moreno Luca,1988-05-23,12000+,(19) 9129-1574
346775835,Lucas Rizzo Lozzano,1998-04-02,12000+,(15) 7088-9697
224969061,Marta Ribeiro Bernardi,1960-12-18,5000-8000,(16) 7270-1158
406968093,Danilo Camargo Gomes,1988-12-11,5000-8000,(16) 9191-9676
381775073,Augusto Medeiros Simom,1974-04-10,5000-8000,(79) 8073-8471
449287242,Regina Ferreira Pinheiro,1976-03-19,0-2000,(74) 8800-8582
226512832,Bruno Watanabe de Marchi,1977-10-30,5000-8000,(13) 9790-3287
469737240,Simone Teteshi Bastos,1993-01-06,2000-5000,(17) 9500-9976
438802982,Rogerio Stefanelli Rizzo,1997-10-28,8000-12000,(74) 7194-8815
212173515,Vitoria Campos Eller,1989-07-08,8000-12000,(74) 8168-7321
398881457,Airton Bernardi Uehara,2003-02-11,0-2000,(12) 9235-4172
366579562,Clara Borges Lorenzetti,1994-11-06,5000-8000,(79) 7415-7724
225311262,Bruno Nunes Flora,1966-11-23,8000-12000,(19) 7378-6524
224454177,Amanda Lins Ferraz,1974-02-06,0-2000,(16) 7637-3622
303884391,Roberto Alves Uehara,1990-06-22,12000+,(13) 7363-5348
542208682,Luiza Ferraz Vilar,1976-03-22,0-2000,(16) 8158-8189
570005419,Vivian Simas Viana,1969-09-29,8000-12000,(13) 7968-1261
545455405,Tabata Batista Gentili,1986-12-28,12000+,(15) 9320-9764
384971200,Tabata Mello Dias,1973-10-08,8000-12000,(31) 7512-4412
350200201,Daniele Okada Andrade,1987-09-23,12000+,(17) 8021-3796
548462576,Valeska Gonzalez Sato,1984-08-09,2000-5000,(74) 9659-9746
461997363,Barbara Stefanelli Ribeiro,1982-08-03,2000-5000,(74) 7550-4558
243691822,Fabio Schmidt Lins,1975-07-05,12000+,(74) 7369-1177
220499414,Lucia Ferretti Quaresma,1961-05-02,12000+,(17) 7041-7226
572701065,Rafael Lorenzetti Klein,1997-09-21,8000-12000,(16) 7002-9363
534367978,Poliana Milani Justi,1962-03-01,8000-12000,(17) 7880-6312
371707051,Renata Teles Santos,1992-05-06,5000-8000,(86) 7523-3241
259784990,Augusto Martinelli Correa,1987-01-24,8000-12000,(86) 8550-2636
505462013,Gustavo Batista Nogueira,1973-07-09,0-2000,(16) 8961-6753
275193237,Fernando Perez Watanabe,1977-09-30,2000-5000,(16) 9209-8684
501722840,Eduardo Gonçalves Leite,1982-03-11,8000-12000,(79) 8796-7525
269337816,Luiz Flora Gentili,2000-05-05,5000-8000,(31) 8580-1491
272834042,Clara Reis Ferreira,2002-03-01,2000-5000,(74) 8279-7188
425295923,Leonardo Muller Villasboas,1986-08-09,0-2000,(15) 8371-8316
264056294,Isabela Correa Martinelli,1974-07-27,0-2000,(17) 7516-5419
486932268,Fabio Ferrari Martins,1996-09-25,8000-12000,(12) 9591-4943
412936895,Augusto Lins Castro,1969-10-08,0-2000,(21) 8633-7524
324626240,Tiago Martinelli Castro,1998-04-27,8000-12000,(15) 7423-6964
372123067,Ana Soares Martins,1969-01-12,0-2000,(19) 8842-4623
376846578,Simone Rodrigues Pinheiro,2000-08-10,12000+,(21) 9001-2453
554984079,Bruno Paes Miranda,1992-11-16,0-2000,(79) 9019-1166
209682851,Cristiane Gentili Silvestri,2003-04-06,2000-5000,(16) 9323-6342
504735443,Leticia Nogueira Zucatelli,1994-11-19,0-2000,(19) 7688-3433
523204758,Mario Araujo Stefanelli,1968-08-25,0-2000,(16) 8075-3328
305391187,Frederico Nascimento Eller,1982-11-15,2000-5000,(12) 8431-8892
239498475,Almir Prado da Silva,1995-11-07,2000-5000,(13) 7949-4445
399831046,Caio Melo Batista,1999-06-25,5000-8000,(74) 8227-2756
446394732,Brenda Flora Reis,1976-06-14,2000-5000,(21) 7388-1875
225821225,Barbara Perez Milani,1973-09-03,0-2000,(74) 9774-2791
467153008,Luciane Marques Cunha,1995-02-21,5000-8000,(13) 7470-3789
496852982,Isabela Duarte Colombo,2003-02-05,12000+,(19) 9703-5341
282653509,Laura Ferri Colombo,1964-12-19,5000-8000,(19) 8063-9519
453451195,Simone Prado Lorenzetti,1966-09-23,2000-5000,(74) 9500-8234
500696180,Alberto Viana Luca,1964-09-14,8000-12000,(86) 8122-1351
586749932,Roberto Araujo Varella,1996-09-17,2000-5000,(74) 9773-7541
523910037,Luciana Manoel Gomes,1975-03-12,12000+,(19) 9444-5116
403934200,Lucas Villasboas Toffoli,2000-06-23,12000+,(21) 9876-6137
390989027,Enrico Meirelles Paes,1976-02-26,2000-5000,(13) 8166-5851
212131865,Barbara Martinelli Bastos,1973-01-30,2000-5000,(79) 8746-6466
364914068,Yuri Caruso Lozzano,1964-04-05,8000-12000,(86) 8173-6624
360062776,Rogerio Klein Santana,1977-07-16,8000-12000,(79) 8471-2551
329386958,Luciana Duarte Soares,1964-12-29,8000-12000,(15) 8171-9999
316339926,Luciana Pereira Arcuri,1972-05-11,0-2000,(13) 8142-7353
571728509,Airton de Marchi da Silva,2003-11-26,12000+,(19) 8477-5388
472250128,Marcia da Silva Garcia,1973-07-20,8000-12000,(15) 7124-8284
297359339,Osvaldo Padovani Luca,1969-06-18,5000-8000,(16) 7580-3736
577173105,Charles Monteiro Vilar,1967-02-07,5000-8000,(74) 9515-2767
469963363,Airton Flora Arcuri,1991-11-02,12000+,(15) 9028-7988
